"MARKET_TYPE"	"PROJECT_SCOPE"	"PROJECT_TYPE"	"REGION"	"COUNTRY"	"ISO3"	"COUNT"	"TOTAL_CREDITS_ISSUED"
"VCS"	"Household & Community"	"Biodigesters"	"Southern Asia"	"India"	"IND"	"6"	"275.601"
"GS"	"Renewable Energy"	"Biomass"	"Southern Asia"	"India"	"IND"	"9"	"2045.597"
"VCS"	"Renewable Energy"	"Biomass"	"Southern Asia"	"India"	"IND"	"40"	"4305.092"
"VCS"	"Industrial & Commercial"	"Brick Manufacturing Emission Reductions"	"Southern Asia"	"India"	"IND"	"7"	"1208.946"
"GS"	"Household & Community"	"Bundled Energy Efficiency"	"Southern Asia"	"India"	"IND"	"31"	"2655.628"
"VCS"	"Household & Community"	"Bundled Energy Efficiency"	"Southern Asia"	"India"	"IND"	"1"	"0"
"GS"	"Household & Community"	"Clean Water"	"Southern Asia"	"India"	"IND"	"6"	"208.399"
"VCS"	"Household & Community"	"Clean Water"	"Southern Asia"	"India"	"IND"	"1"	"1.537"
"VCS"	"Waste Management"	"Composting"	"Southern Asia"	"India"	"IND"	"3"	"374.659"
"GS"	"Household & Community"	"Cookstoves"	"Southern Asia"	"India"	"IND"	"72"	"6530.317"
"VCS"	"Household & Community"	"Cookstoves"	"Southern Asia"	"India"	"IND"	"64"	"3990.423"
"VCS"	"Transportation"	"Electric Vehicles & Charging"	"Southern Asia"	"India"	"IND"	"3"	"302.000"
"GS"	"Industrial & Commercial"	"Energy Efficiency"	"Southern Asia"	"India"	"IND"	"1"	"12.195"
"VCS"	"Industrial & Commercial"	"Energy Efficiency"	"Southern Asia"	"India"	"IND"	"2"	"0"
"VCS"	"Industrial & Commercial"	"Fuel Switching"	"Southern Asia"	"India"	"IND"	"2"	"7.121"
"GS"	"Renewable Energy"	"Hydropower"	"Southern Asia"	"India"	"IND"	"5"	"300.158"
"VCS"	"Renewable Energy"	"Hydropower"	"Southern Asia"	"India"	"IND"	"33"	"4337.827"
"GS"	"Agriculture"	"Improved Irrigation Management"	"Southern Asia"	"India"	"IND"	"6"	"148.822"
"VCS"	"Agriculture"	"Improved Irrigation Management"	"Southern Asia"	"India"	"IND"	"2"	"247.682"
"GS"	"Agriculture"	"Improved irrigation management"	"Southern Asia"	"India"	"IND"	"1"	"16.777"
"VCS"	"Household & Community"	"Lighting"	"Southern Asia"	"India"	"IND"	"15"	"1624.786"
"GS"	"Agriculture"	"Manure Methane Digester"	"Southern Asia"	"India"	"IND"	"2"	"316.670"
"VCS"	"Agriculture"	"Manure Methane Digester"	"Southern Asia"	"India"	"IND"	"2"	"0"
"GS"	"Transportation"	"Mass Transit"	"Southern Asia"	"India"	"IND"	"2"	"96.609"
"VCS"	"Waste Management"	"Methane Recovery in Wastewater"	"Southern Asia"	"India"	"IND"	"1"	"259.550"
"VCS"	"Industrial & Commercial"	"Natural Gas Electricity Generation"	"Southern Asia"	"India"	"IND"	"5"	"308.675"
"VCS"	"Renewable Energy"	"RE Bundled"	"Southern Asia"	"India"	"IND"	"11"	"3255.695"
"GS"	"Renewable Energy"	"Solar - Centralized"	"Southern Asia"	"India"	"IND"	"53"	"7394.739"
"VCS"	"Renewable Energy"	"Solar - Centralized"	"Southern Asia"	"India"	"IND"	"44"	"6718.467"
"GS"	"Renewable Energy"	"Solar - Distributed"	"Southern Asia"	"India"	"IND"	"8"	"875.604"
"VCS"	"Renewable Energy"	"Solar - Distributed"	"Southern Asia"	"India"	"IND"	"5"	"538.648"
"GS"	"Renewable Energy"	"Solar Lighting"	"Southern Asia"	"India"	"IND"	"1"	"9.890"
"VCS"	"Renewable Energy"	"Solar Lighting"	"Southern Asia"	"India"	"IND"	"4"	"792.883"
"GS"	"Renewable Energy"	"Solar Water Heaters"	"Southern Asia"	"India"	"IND"	"8"	"776.582"
"VCS"	"Agriculture"	"Sustainable Agriculture"	"Southern Asia"	"India"	"IND"	"1"	"0"
"GS"	"Waste Management"	"Waste Diversion"	"Southern Asia"	"India"	"IND"	"1"	"229.000"
"VCS"	"Industrial & Commercial"	"Waste Gas Recovery"	"Southern Asia"	"India"	"IND"	"1"	"0"
"VCS"	"Industrial & Commercial"	"Waste Heat Recovery"	"Southern Asia"	"India"	"IND"	"7"	"1174.541"
"VCS"	"Forestry & Land Use"	"Wetland Restoration"	"Southern Asia"	"India"	"IND"	"1"	"554.016"
"GS"	"Renewable Energy"	"Wind"	"Southern Asia"	"India"	"IND"	"83"	"17111.736"
"VCS"	"Renewable Energy"	"Wind"	"Southern Asia"	"India"	"IND"	"224"	"41162.811"
"GS"	"Household & Community"	"Biodigesters"	"South-Eastern Asia"	"Indonesia"	"IDN"	"2"	"528.781"
"GS"	"Household & Community"	"Clean Water"	"South-Eastern Asia"	"Indonesia"	"IDN"	"1"	"120.040"
"VCS"	"Household & Community"	"Clean Water"	"South-Eastern Asia"	"Indonesia"	"IDN"	"1"	"0"
"GS"	"Waste Management"	"Composting"	"South-Eastern Asia"	"Indonesia"	"IDN"	"2"	"23.258"
"GS"	"Industrial & Commercial"	"Fuel Switching"	"South-Eastern Asia"	"Indonesia"	"IDN"	"1"	"698.000"
"GS"	"Renewable Energy"	"Geothermal"	"South-Eastern Asia"	"Indonesia"	"IDN"	"3"	"1156.041"
"VCS"	"Renewable Energy"	"Geothermal"	"South-Eastern Asia"	"Indonesia"	"IDN"	"2"	
"GS"	"Renewable Energy"	"Hydropower"	"South-Eastern Asia"	"Indonesia"	"IDN"	"1"	"33.006"
"VCS"	"Renewable Energy"	"Hydropower"	"South-Eastern Asia"	"Indonesia"	"IDN"	"4"	"54.061"
"VCS"	"Waste Management"	"Landfill Methane"	"South-Eastern Asia"	"Indonesia"	"IDN"	"1"	"281.951"
"VCS"	"Waste Management"	"Methane Recovery in Wastewater"	"South-Eastern Asia"	"Indonesia"	"IDN"	"2"	"0"
"VCS"	"Industrial & Commercial"	"Natural Gas Electricity Generation"	"South-Eastern Asia"	"Indonesia"	"IDN"	"1"	"0"
"VCS"	"Forestry & Land Use"	"REDD+"	"South-Eastern Asia"	"Indonesia"	"IDN"	"4"	"0"
"GS"	"Renewable Energy"	"Solar - Centralized"	"South-Eastern Asia"	"Indonesia"	"IDN"	"1"	"85.939"
"VCS"	"Industrial & Commercial"	"Waste Gas Recovery"	"South-Eastern Asia"	"Indonesia"	"IDN"	"1"	"492.803"
"VCS"	"Forestry & Land Use"	"Wetland Restoration"	"South-Eastern Asia"	"Indonesia"	"IDN"	"1"	"397.071"
"GS"	"Renewable Energy"	"Wind"	"South-Eastern Asia"	"Indonesia"	"IDN"	"2"	"884.321"
"GS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"International"	"International"		"1"	"0"
"GS"	"Agriculture"	"Feed Additives"	"International"	"International"		"1"	"0"
"GS"	"Transportation"	"Shipping"	"International"	"International"		"2"	"228.084"
"GS"	"Renewable Energy"	"Solar - Distributed"	"Western Asia"	"Iraq"	"IRQ"	"1"	"1.830"
"VCS"	"Industrial & Commercial"	"Energy Efficiency"	"Western Asia"	"Israel"	"ISR"	"1"	"4.613"
"VCS"	"Industrial & Commercial"	"Fuel Switching"	"Western Asia"	"Israel"	"ISR"	"1"	"11.961"
"VCS"	"Renewable Energy"	"Solar - Centralized"	"Western Asia"	"Jordan"	"JOR"	"1"	"0"
"VCS"	"Renewable Energy"	"Wind"	"Central Asia"	"Kazakhstan"	"KAZ"	"1"	"339.170"
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"7"	"220.117"
"GS"	"Household & Community"	"Biodigesters"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"8"	"493.189"
"GS"	"Renewable Energy"	"Biomass"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"1"	"357.000"
"VCS"	"Renewable Energy"	"Biomass"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"1"	"7.504"
"GS"	"Household & Community"	"Bundled Energy Efficiency"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"1"	
"VCS"	"Household & Community"	"Bundled Energy Efficiency"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"2"	"444.882"
"GS"	"Household & Community"	"Clean Water"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"36"	"3172.955"
"GS"	"Household & Community"	"Community Boreholes"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"13"	"287.768"
"VCS"	"Waste Management"	"Composting"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"1"	"0"
"GS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"55"	"4010.291"
"VCS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"8"	"872.353"
"VCS"	"Agriculture"	"Improved Irrigation Management"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"1"	"54.549"
"VCS"	"Forestry & Land Use"	"REDD+"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"3"	
"GS"	"Renewable Energy"	"Solar Lighting"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"3"	"556.853"
"VCS"	"Renewable Energy"	"Solar Lighting"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"1"	"56.007"
"GS"	"Agriculture"	"Sustainable Agriculture"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"1"	"49.065"
"VCS"	"Agriculture"	"Sustainable Agriculture"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"2"	"376.109"
"VCS"	"Forestry & Land Use"	"Sustainable Grassland Management"	"Sub-Saharan Africa"	"Kenya"	"KEN"	"1"	
"GS"	"Household & Community"	"Clean Water"	"South-Eastern Asia"	"Laos"	"LAO"	"1"	"429.377"
"GS"	"Household & Community"	"Cookstoves"	"South-Eastern Asia"	"Laos"	"LAO"	"1"	"560.760"
"VCS"	"Household & Community"	"Cookstoves"	"South-Eastern Asia"	"Laos"	"LAO"	"4"	"94.224"
"GS"	"Renewable Energy"	"Hydropower"	"South-Eastern Asia"	"Laos"	"LAO"	"6"	"1129.888"
"VCS"	"Renewable Energy"	"Hydropower"	"South-Eastern Asia"	"Laos"	"LAO"	"2"	"57.284"
"GS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Lesotho"	"LSO"	"1"	"254.272"
"VCS"	"Renewable Energy"	"Biomass"	"Sub-Saharan Africa"	"Liberia"	"LBR"	"1"	"22.906"
"VCS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Liberia"	"LBR"	"1"	"0"
"GS"	"Household & Community"	"Clean Water"	"Sub-Saharan Africa"	"Madagascar"	"MDG"	"10"	"286.682"
"VCS"	"Household & Community"	"Clean Water"	"Sub-Saharan Africa"	"Madagascar"	"MDG"	"1"	"0"
"GS"	"Household & Community"	"Community Boreholes"	"Sub-Saharan Africa"	"Madagascar"	"MDG"	"1"	"38.384"
"VCS"	"Waste Management"	"Composting"	"Sub-Saharan Africa"	"Madagascar"	"MDG"	"1"	"39.986"
"GS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Madagascar"	"MDG"	"1"	
"VCS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Madagascar"	"MDG"	"14"	"56.883"
"VCS"	"Renewable Energy"	"Hydropower"	"Sub-Saharan Africa"	"Madagascar"	"MDG"	"1"	"271.100"
"GS"	"Household & Community"	"Lighting"	"Sub-Saharan Africa"	"Madagascar"	"MDG"	"1"	"28.126"
"GS"	"Renewable Energy"	"RE Bundled"	"Sub-Saharan Africa"	"Madagascar"	"MDG"	"1"	"1.798"
"VCS"	"Forestry & Land Use"	"REDD+"	"Sub-Saharan Africa"	"Madagascar"	"MDG"	"3"	"0"
"GS"	"Renewable Energy"	"Solar - Centralized"	"Sub-Saharan Africa"	"Madagascar"	"MDG"	"1"	"6.626"
"GS"	"Renewable Energy"	"Solar - Distributed"	"Sub-Saharan Africa"	"Madagascar"	"MDG"	"1"	"1.099"
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Sub-Saharan Africa"	"Malawi"	"MWI"	"1"	"0"
"GS"	"Industrial & Commercial"	"Brick Manufacturing Emission Reductions"	"Sub-Saharan Africa"	"Malawi"	"MWI"	"1"	"18.210"
"GS"	"Household & Community"	"Bundled Energy Efficiency"	"Sub-Saharan Africa"	"Malawi"	"MWI"	"1"	"256.522"
"GS"	"Household & Community"	"Community Boreholes"	"Sub-Saharan Africa"	"Malawi"	"MWI"	"32"	"1743.729"
"GS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Malawi"	"MWI"	"42"	"4406.224"
"VCS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Malawi"	"MWI"	"9"	"881.977"
"VCS"	"Forestry & Land Use"	"REDD+"	"Sub-Saharan Africa"	"Malawi"	"MWI"	"1"	
"GS"	"Renewable Energy"	"Solar Lighting"	"Sub-Saharan Africa"	"Malawi"	"MWI"	"1"	"35.000"
"VCS"	"Renewable Energy"	"Hydropower"	"South-Eastern Asia"	"Malaysia"	"MYS"	"1"	"10.692"
"VCS"	"Forestry & Land Use"	"Improved Forest Management"	"South-Eastern Asia"	"Malaysia"	"MYS"	"2"	"509.540"
"VCS"	"Waste Management"	"Methane Recovery in Wastewater"	"South-Eastern Asia"	"Malaysia"	"MYS"	"7"	"0"
"GS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Mali"	"MLI"	"3"	"441.095"
"VCS"	"Renewable Energy"	"Solar - Centralized"	"Sub-Saharan Africa"	"Mauritania"	"MRT"	"1"	"277.465"
"VCS"	"Renewable Energy"	"Wind"	"Sub-Saharan Africa"	"Mauritania"	"MRT"	"1"	"592.812"
"GS"	"Waste Management"	"Landfill Methane"	"Sub-Saharan Africa"	"Mauritius"	"MRT"	"1"	"132.457"
"VCS"	"Renewable Energy"	"Solar - Centralized"	"Sub-Saharan Africa"	"Mauritius"	"MRT"	"2"	"216.595"
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Latin America and the Caribbean"	"Mexico"	"MEX"	"1"	"0"
"GS"	"Household & Community"	"Cookstoves"	"Latin America and the Caribbean"	"Mexico"	"MEX"	"2"	"235.967"
"ACR"	"Chemical Processes"	"HFC Replacement in Foam Production"	"Latin America and the Caribbean"	"Mexico"	"MEX"	"2"	"222.762"
"CAR"	"Forestry & Land Use"	"Improved Forest Management"	"Latin America and the Caribbean"	"Mexico"	"MEX"	"175"	"14290.023"
"CAR"	"Waste Management"	"Landfill Methane"	"Latin America and the Caribbean"	"Mexico"	"MEX"	"2"	"167.672"
"VCS"	"Renewable Energy"	"Wind"	"Latin America and the Caribbean"	"Mexico"	"MEX"	"3"	"1486.226"
"GS"	"Household & Community"	"Bundled Energy Efficiency"	"Eastern Asia"	"Mongolia"	"MNG"	"9"	"2080.238"
"GS"	"Household & Community"	"Weatherization"	"Eastern Asia"	"Mongolia"	"MNG"	"1"	"8.703"
"GS"	"Renewable Energy"	"Wind"	"Eastern Asia"	"Mongolia"	"MNG"	"1"	"421.243"
"VCS"	"Renewable Energy"	"Wind"	"Eastern Asia"	"Mongolia"	"MNG"	"1"	"602.966"
"VCS"	"Renewable Energy"	"Solar - Centralized"	"Northern Africa"	"Morocco"	"MAR"	"3"	"821.716"
"GS"	"Renewable Energy"	"Solar - Distributed"	"Northern Africa"	"Morocco"	"MAR"	"1"	"760.000"
"GS"	"Renewable Energy"	"Wind"	"Northern Africa"	"Morocco"	"MAR"	"2"	"351.159"
"VCS"	"Renewable Energy"	"Wind"	"Northern Africa"	"Morocco"	"MAR"	"1"	"50.347"
"GS"	"Household & Community"	"Bundled Energy Efficiency"	"Sub-Saharan Africa"	"Mozambique"	"MOZ"	"2"	"19.954"
"GS"	"Household & Community"	"Clean Water"	"Sub-Saharan Africa"	"Mozambique"	"MOZ"	"15"	"1717.767"
"GS"	"Household & Community"	"Community Boreholes"	"Sub-Saharan Africa"	"Mozambique"	"MOZ"	"10"	"279.788"
"GS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Mozambique"	"MOZ"	"14"	"1382.904"
"VCS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Mozambique"	"MOZ"	"2"	"250.261"
"VCS"	"Forestry & Land Use"	"REDD+"	"Sub-Saharan Africa"	"Mozambique"	"MOZ"	"1"	"0"
"VCS"	"Agriculture"	"Sustainable Agriculture"	"Sub-Saharan Africa"	"Mozambique"	"MOZ"	"1"	"0"
"GS"	"Household & Community"	"Cookstoves"	"South-Eastern Asia"	"Myanmar"	"MMR"	"21"	"369.957"
"VCS"	"Renewable Energy"	"Solar - Centralized"	"South-Eastern Asia"	"Myanmar"	"MMR"	"3"	"0"
"VCS"	"Forestry & Land Use"	"Wetland Restoration"	"South-Eastern Asia"	"Myanmar"	"MMR"	"3"	"211.636"
"VCS"	"Renewable Energy"	"Solar - Centralized"	"Sub-Saharan Africa"	"Namibia"	"NAM"	"3"	"278.398"
"GS"	"Renewable Energy"	"Solar Lighting"	"Sub-Saharan Africa"	"Namibia"	"NAM"	"1"	"11.664"
"VCS"	"Renewable Energy"	"Wind"	"Sub-Saharan Africa"	"Namibia"	"NAM"	"1"	"129.670"
"GS"	"Household & Community"	"Biodigesters"	"Southern Asia"	"Nepal"	"NPL"	"19"	"4602.181"
"VCS"	"Renewable Energy"	"Biomass"	"Southern Asia"	"Nepal"	"NPL"	"1"	"0"
"GS"	"Household & Community"	"Bundled Energy Efficiency"	"Southern Asia"	"Nepal"	"NPL"	"1"	"23.118"
"GS"	"Household & Community"	"Clean Water"	"Southern Asia"	"Nepal"	"NPL"	"1"	"44.110"
"GS"	"Waste Management"	"Composting"	"Southern Asia"	"Nepal"	"NPL"	"1"	"13.428"
"GS"	"Household & Community"	"Cookstoves"	"Southern Asia"	"Nepal"	"NPL"	"8"	"523.428"
"VCS"	"Household & Community"	"Cookstoves"	"Southern Asia"	"Nepal"	"NPL"	"5"	"211.591"
"VCS"	"Renewable Energy"	"Hydropower"	"Southern Asia"	"Nepal"	"NPL"	"1"	"0"
"VCS"	"Agriculture"	"Manure Methane Digester"	"Europe"	"Netherlands"	"NLD"	"2"	"116.078"
"GS"	"Renewable Energy"	"Wind"	"Oceania"	"New Caledonia"	"NCL"	"1"	"507.905"
"VCS"	"Waste Management"	"Landfill Methane"	"Oceania"	"New Zealand"	"NZL"	"1"	"25.579"
"VCS"	"Household & Community"	"Lighting"	"Oceania"	"New Zealand"	"NZL"	"1"	"67.204"
"GS"	"Renewable Energy"	"Wind"	"Oceania"	"New Zealand"	"NZL"	"2"	"637.706"
"GS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Latin America and the Caribbean"	"Nicaragua"	"NIC"	"2"	"81.569"
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Latin America and the Caribbean"	"Nicaragua"	"NIC"	"2"	"279.338"
"GS"	"Renewable Energy"	"Wind"	"Latin America and the Caribbean"	"Nicaragua"	"NIC"	"3"	"591.567"
"VCS"	"Renewable Energy"	"Wind"	"Latin America and the Caribbean"	"Nicaragua"	"NIC"	"2"	"107.544"
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Sub-Saharan Africa"	"Niger"	"NER"	"1"	"0"
"VCS"	"Household & Community"	"Bundled Energy Efficiency"	"Sub-Saharan Africa"	"Nigeria"	"NGA"	"1"	"0"
"GS"	"Household & Community"	"Clean Water"	"Sub-Saharan Africa"	"Nigeria"	"NGA"	"30"	"4302.453"
"GS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Nigeria"	"NGA"	"9"	"969.935"
"VCS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Nigeria"	"NGA"	"1"	"1.459"
"VCS"	"Renewable Energy"	"Solar - Distributed"	"Sub-Saharan Africa"	"Nigeria"	"NGA"	"1"	"0"
"VCS"	"Forestry & Land Use"	"Wetland Restoration"	"Sub-Saharan Africa"	"Nigeria"	"NGA"	"1"	"0"
"VCS"	"Waste Management"	"Landfill Methane"	"Western Asia"	"Oman"	"OMN"	"2"	"39.229"
"VCS"	"Industrial & Commercial"	"Waste Gas Recovery"	"Western Asia"	"Oman"	"OMN"	"1"	
"VCS"	"Waste Management"	"Composting"	"Southern Asia"	"Pakistan"	"PAK"	"1"	"149.696"
"VCS"	"Forestry & Land Use"	"Wetland Restoration"	"Southern Asia"	"Pakistan"	"PAK"	"1"	
"GS"	"Renewable Energy"	"Wind"	"Southern Asia"	"Pakistan"	"PAK"	"6"	"1090.647"
"VCS"	"Renewable Energy"	"Wind"	"Southern Asia"	"Pakistan"	"PAK"	"2"	"1077.610"
"GS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Latin America and the Caribbean"	"Panama"	"PAN"	"2"	"132.246"
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Latin America and the Caribbean"	"Panama"	"PAN"	"1"	"51.317"
"VCS"	"Forestry & Land Use"	"REDD+"	"Latin America and the Caribbean"	"Panama"	"PAN"	"1"	"0"
"VCS"	"Household & Community"	"Cookstoves"	"Oceania"	"Papua New Guinea"	"PNG"	"1"	"0"
"GS"	"Waste Management"	"Methane Recovery in Wastewater"	"Oceania"	"Papua New Guinea"	"PNG"	"2"	"100.552"
"VCS"	"Forestry & Land Use"	"REDD+"	"Oceania"	"Papua New Guinea"	"PNG"	"1"	
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Latin America and the Caribbean"	"Paraguay"	"PRY"	"5"	"649.030"
"VCS"	"Forestry & Land Use"	"REDD+"	"Latin America and the Caribbean"	"Paraguay"	"PRY"	"3"	"958.773"
"GS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Latin America and the Caribbean"	"Peru"	"PER"	"1"	"1.021"
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Latin America and the Caribbean"	"Peru"	"PER"	"4"	"42.625"
"GS"	"Household & Community"	"Cookstoves"	"Latin America and the Caribbean"	"Peru"	"PER"	"6"	"1333.484"
"VCS"	"Industrial & Commercial"	"Fuel Switching"	"Latin America and the Caribbean"	"Peru"	"PER"	"1"	"55.187"
"VCS"	"Industrial & Commercial"	"Grid Expansion & Mini-Grids"	"Latin America and the Caribbean"	"Peru"	"PER"	"1"	"0"
"VCS"	"Renewable Energy"	"Hydropower"	"Latin America and the Caribbean"	"Peru"	"PER"	"1"	"666.406"
"VCS"	"Forestry & Land Use"	"Improved Forest Management"	"Latin America and the Caribbean"	"Peru"	"PER"	"1"	"654.207"
"VCS"	"Transportation"	"Mass Transit"	"Latin America and the Caribbean"	"Peru"	"PER"	"1"	"44.224"
"VCS"	"Renewable Energy"	"RE Bundled"	"Latin America and the Caribbean"	"Peru"	"PER"	"1"	"441.666"
"VCS"	"Forestry & Land Use"	"REDD+"	"Latin America and the Caribbean"	"Peru"	"PER"	"9"	"979.891"
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"South-Eastern Asia"	"Philippines"	"PHL"	"2"	"12.685"
"VCS"	"Renewable Energy"	"Biomass"	"South-Eastern Asia"	"Philippines"	"PHL"	"1"	"25.359"
"VCS"	"Household & Community"	"Cookstoves"	"South-Eastern Asia"	"Philippines"	"PHL"	"2"	"0"
"GS"	"Renewable Energy"	"Solar - Centralized"	"South-Eastern Asia"	"Philippines"	"PHL"	"1"	"164.721"
"VCS"	"Renewable Energy"	"Solar - Centralized"	"South-Eastern Asia"	"Philippines"	"PHL"	"1"	"259.688"
"GS"	"Renewable Energy"	"Wind"	"South-Eastern Asia"	"Philippines"	"PHL"	"1"	"536.707"
"VCS"	"Forestry & Land Use"	"Improved Forest Management"	"Eastern Europe"	"Romania"	"ROU"	"1"	"6.624"
"GS"	"Waste Management"	"Waste Recycling"	"Eastern Europe"	"Romania"	"ROU"	"1"	"282.813"
